n_proc,avg_bt,var_bt,avg_at,avg_pr,time_quantum,best_algo
10,13.2,29.360000000000003,8.4,3.7,3,SJF_P
9,10.444444444444445,21.580246913580247,14.222222222222221,3.0,4,SJF_P
5,11.6,28.24,9.2,2.0,3,SJF_P
8,8.0,47.0,12.5,3.125,3,SJF_P
7,8.714285714285714,31.918367346938776,8.571428571428571,2.5714285714285716,3,SJF_NP
11,11.545454545454545,45.70247933884298,9.727272727272727,3.0,2,SJF_P
10,11.1,38.69,8.8,3.1,4,SJF_P
5,8.6,47.440000000000005,11.8,3.2,3,SJF_P
5,13.2,10.559999999999999,10.6,3.6,3,SJF_NP
5,9.6,14.24,8.6,4.4,4,SJF_P
11,10.363636363636363,38.95867768595041,9.454545454545455,2.727272727272727,1,SJF_P
7,4.857142857142857,7.551020408163265,9.285714285714286,2.0,1,SJF_NP
7,11.142857142857142,29.26530612244898,10.714285714285714,3.2857142857142856,1,SJF_P
5,6.6,17.84,9.6,2.0,1,RR
12,9.083333333333334,18.07638888888889,8.916666666666666,3.0833333333333335,2,SJF_NP
5,10.4,10.64,9.8,2.8,4,SJF_P
7,9.285714285714286,34.775510204081634,9.285714285714286,3.142857142857143,2,SJF_P
5,8.8,29.360000000000003,12.0,2.8,3,RR
12,10.75,21.1875,8.5,3.0833333333333335,1,SJF_NP
5,9.2,19.36,3.8,4.0,2,SJF_P
6,10.166666666666666,44.80555555555555,12.0,3.3333333333333335,1,SJF_P
10,8.5,24.25,6.1,3.5,4,SJF_NP
7,11.142857142857142,32.40816326530612,7.0,3.0,3,SJF_P
8,9.0,43.0,6.625,2.875,4,SJF_P
11,10.727272727272727,44.19834710743802,11.272727272727273,2.909090909090909,2,SJF_P
4,8.75,27.6875,13.5,2.75,1,RR
5,11.0,23.6,8.6,2.6,3,SJF_P
9,9.777777777777779,41.50617283950617,10.777777777777779,3.2222222222222223,4,SJF_P
7,11.142857142857142,23.836734693877553,10.0,3.4285714285714284,4,SJF_P
12,11.416666666666666,34.90972222222222,8.833333333333334,2.9166666666666665,1,SJF_P
9,8.444444444444445,29.135802469135804,9.555555555555555,4.555555555555555,3,SJF_NP
6,9.833333333333334,5.138888888888888,10.333333333333334,2.6666666666666665,1,SJF_P
4,14.0,2.5,11.5,2.75,2,SJF_P
11,10.454545454545455,50.611570247933884,10.363636363636363,3.3636363636363638,2,SJF_P
5,15.6,4.64,10.0,2.6,2,SJF_P
10,13.4,30.040000000000003,10.6,2.8,3,SJF_P
5,7.2,14.959999999999999,9.0,3.0,4,SJF_P
7,13.714285714285714,26.775510204081634,12.714285714285714,2.7142857142857144,4,SJF_NP
6,9.333333333333334,16.222222222222225,13.5,3.1666666666666665,1,SJF_P
9,9.0,41.333333333333336,9.444444444444445,3.7777777777777777,1,SJF_P
8,10.875,41.359375,10.0,2.875,4,SJF_P
5,13.0,42.8,12.0,3.2,3,SJF_P
10,11.7,36.21,9.6,2.7,2,SJF_P
10,9.6,18.240000000000002,9.4,3.7,1,SJF_NP
12,10.416666666666666,29.07638888888889,7.75,3.0,4,SJF_P
4,7.75,21.1875,12.0,3.5,4,RR
7,11.714285714285714,20.48979591836735,5.714285714285714,3.7142857142857144,2,SJF_P
6,9.833333333333334,28.472222222222218,10.166666666666666,3.1666666666666665,2,SJF_P
12,10.083333333333334,37.90972222222222,9.0,2.5,1,SJF_P
8,12.375,19.234375,8.5,3.0,3,SJF_P
9,10.11111111111111,37.65432098765432,7.333333333333333,3.0,2,SJF_P
5,8.4,25.04,12.4,3.6,3,SJF_P
6,13.0,36.666666666666664,9.5,3.3333333333333335,1,SJF_P
8,12.375,9.484375,5.625,4.0,1,SJF_P
6,6.833333333333333,15.805555555555555,10.166666666666666,3.6666666666666665,2,SJF_P
7,8.571428571428571,17.6734693877551,11.428571428571429,2.7142857142857144,4,SJF_P
4,14.25,4.6875,4.0,2.25,1,PRIO_NP
11,10.454545454545455,36.611570247933884,8.636363636363637,3.1818181818181817,2,SJF_P
5,8.2,11.36,7.2,2.2,1,SJF_P
9,9.11111111111111,24.76543209876543,5.444444444444445,3.0,4,SJF_P
6,8.166666666666666,16.47222222222222,10.5,3.3333333333333335,2,SJF_P
4,17.25,1.1875,13.25,3.0,2,SJF_P
12,12.25,35.354166666666664,12.833333333333334,3.6666666666666665,1,SJF_P
5,7.6,35.44,7.6,2.2,2,SJF_P
8,11.375,38.484375,9.25,2.5,4,SJF_P
6,14.5,13.916666666666666,10.833333333333334,3.6666666666666665,4,SJF_P
10,12.1,21.09,9.9,2.9,3,SJF_P
8,11.0,34.25,11.75,3.75,3,SJF_P
12,11.416666666666666,30.576388888888886,8.0,2.5833333333333335,3,SJF_P
9,9.555555555555555,36.69135802469136,13.222222222222221,2.7777777777777777,1,SJF_P
4,11.75,22.6875,13.25,3.0,1,SJF_NP
8,12.5,19.75,10.875,3.125,1,SJF_P
5,3.2,1.3599999999999999,4.0,4.0,1,SJF_P
12,10.75,36.1875,9.0,2.1666666666666665,3,SJF_P
9,10.444444444444445,42.91358024691358,12.555555555555555,2.888888888888889,2,SJF_P
9,9.333333333333334,39.77777777777778,11.11111111111111,3.3333333333333335,1,SJF_P
9,9.333333333333334,42.666666666666664,9.11111111111111,3.5555555555555554,4,SJF_P
11,12.0,50.0,10.727272727272727,2.909090909090909,2,SJF_P
7,8.0,38.0,11.428571428571429,3.142857142857143,4,SJF_P
6,7.833333333333333,32.13888888888889,6.666666666666667,2.5,3,SJF_P
4,7.75,12.1875,12.75,3.0,1,SJF_P
7,11.285714285714286,37.632653061224495,9.285714285714286,3.0,3,SJF_P
6,8.666666666666666,38.55555555555556,13.5,3.6666666666666665,1,SJF_P
11,13.454545454545455,18.611570247933884,8.636363636363637,3.5454545454545454,1,SJF_P
11,9.818181818181818,40.33057851239669,10.909090909090908,2.5454545454545454,1,SJF_P
7,8.142857142857142,16.408163265306122,6.857142857142857,3.7142857142857144,3,SJF_P
6,10.0,9.0,5.5,2.8333333333333335,1,SJF_P
5,10.0,19.6,16.4,2.0,4,RR
10,9.1,38.089999999999996,9.7,2.3,2,SJF_P
5,8.2,32.160000000000004,10.6,3.2,4,SJF_P
8,9.25,30.4375,8.875,2.625,4,SJF_P
11,9.272727272727273,28.56198347107438,12.545454545454545,3.090909090909091,3,SJF_P
10,8.0,37.0,7.2,2.8,4,SJF_P
12,12.5,41.916666666666664,9.75,3.25,3,SJF_P
9,12.11111111111111,22.76543209876543,11.777777777777779,3.111111111111111,1,SJF_P
11,8.818181818181818,30.330578512396695,8.181818181818182,3.1818181818181817,3,SJF_P
9,9.11111111111111,47.20987654320987,7.111111111111111,3.4444444444444446,2,SJF_P
7,13.857142857142858,13.26530612244898,4.714285714285714,3.142857142857143,3,SJF_P
11,8.818181818181818,25.2396694214876,9.727272727272727,3.0,3,SJF_NP
4,9.5,39.25,12.0,2.25,2,SJF_P
6,11.833333333333334,38.47222222222222,14.833333333333334,3.0,3,SJF_P
4,11.25,47.1875,9.25,3.75,4,SJF_P
5,10.2,34.160000000000004,4.8,3.6,2,SJF_P
4,7.25,23.1875,2.0,2.5,3,SJF_P
9,9.88888888888889,22.098765432098766,6.777777777777778,3.7777777777777777,3,SJF_P
7,8.857142857142858,33.55102040816327,7.428571428571429,3.2857142857142856,1,SJF_P
10,10.0,28.2,10.4,3.1,3,SJF_P
10,11.0,18.2,5.2,2.9,2,SJF_P
11,10.181818181818182,41.603305785123965,9.727272727272727,2.909090909090909,3,SJF_P
11,9.090909090909092,28.082644628099175,8.545454545454545,2.6363636363636362,3,SJF_P
7,12.428571428571429,36.244897959183675,13.714285714285714,2.5714285714285716,1,SJF_NP
7,11.285714285714286,30.775510204081634,8.428571428571429,3.4285714285714284,4,SJF_P
9,9.777777777777779,28.39506172839506,9.333333333333334,2.6666666666666665,4,SJF_P
7,13.285714285714286,13.061224489795919,11.142857142857142,3.7142857142857144,3,SJF_P
8,9.75,18.9375,9.0,3.75,3,SJF_P
9,10.11111111111111,12.320987654320987,8.777777777777779,3.0,4,SJF_P
8,9.75,34.4375,11.75,3.375,1,SJF_P
4,7.25,21.1875,6.75,3.25,1,SJF_P
7,11.0,35.42857142857143,7.142857142857143,3.0,4,SJF_P
11,12.636363636363637,29.140495867768596,9.272727272727273,2.6363636363636362,1,SJF_P
10,9.9,38.69,9.3,3.2,2,SJF_P
4,12.0,54.0,14.0,3.75,1,RR
8,9.75,36.4375,13.0,3.25,2,SJF_P
12,10.166666666666666,24.13888888888889,10.166666666666666,2.5,1,SJF_P
11,13.727272727272727,32.925619834710744,7.2727272727272725,2.1818181818181817,1,SJF_P
9,9.11111111111111,26.76543209876543,6.555555555555555,2.7777777777777777,3,SJF_P
6,9.833333333333334,30.472222222222225,8.5,3.3333333333333335,3,SJF_P
7,8.142857142857142,28.408163265306122,12.0,2.4285714285714284,3,SJF_P
4,9.75,11.1875,10.0,2.5,1,SJF_NP
12,9.583333333333334,37.40972222222222,7.333333333333333,2.75,1,SJF_P
6,8.166666666666666,32.80555555555556,11.666666666666666,2.5,4,SJF_P
7,9.285714285714286,22.20408163265306,8.142857142857142,3.4285714285714284,1,SJF_P
9,10.222222222222221,33.06172839506173,7.333333333333333,3.111111111111111,1,SJF_P
4,15.0,20.5,15.75,2.5,1,SJF_P
10,9.9,21.09,9.2,3.7,2,SJF_P
5,8.2,45.36,8.0,2.8,2,RR
12,11.833333333333334,26.472222222222225,8.916666666666666,3.4166666666666665,3,SJF_P
9,7.111111111111111,19.876543209876544,11.666666666666666,2.3333333333333335,4,SJF_P
10,11.8,23.16,9.4,3.4,4,SJF_P
8,9.0,27.0,10.5,2.75,1,SJF_NP
7,9.857142857142858,58.97959183673469,11.142857142857142,2.857142857142857,1,SJF_P
5,10.0,34.4,9.6,3.4,1,SJF_P
4,6.75,18.1875,15.5,3.75,4,SJF_P
7,10.0,32.0,9.571428571428571,2.7142857142857144,4,SJF_P
12,10.833333333333334,36.63888888888889,10.5,3.1666666666666665,3,SJF_P
10,11.0,35.4,8.7,3.7,2,SJF_NP
11,11.545454545454545,30.97520661157025,9.363636363636363,2.727272727272727,4,SJF_P
4,6.75,24.1875,8.5,2.25,1,RR
8,14.5,28.0,9.5,3.125,2,SJF_P
8,7.75,21.4375,11.625,3.125,1,SJF_P
8,6.0,6.0,7.875,3.25,4,SJF_P
8,10.5,49.0,11.25,3.125,1,SJF_P
12,11.0,29.5,9.916666666666666,3.5833333333333335,1,SJF_P
5,8.0,33.2,10.6,3.2,3,SJF_P
8,10.0,43.5,10.625,2.75,1,SJF_P
8,9.25,19.6875,10.375,3.25,2,SJF_P
12,10.0,44.666666666666664,10.5,3.25,1,SJF_P
5,9.8,28.96,9.6,2.6,2,SJF_P
7,13.0,37.142857142857146,11.0,3.4285714285714284,1,SJF_P
7,11.428571428571429,29.95918367346939,9.285714285714286,3.4285714285714284,1,SJF_P
7,14.857142857142858,8.979591836734695,11.285714285714286,3.5714285714285716,2,SJF_P
10,12.8,19.16,8.4,3.0,2,SJF_P
12,12.583333333333334,26.243055555555557,9.166666666666666,3.3333333333333335,1,SJF_P
10,7.4,30.240000000000002,12.5,3.1,2,SJF_NP
6,11.5,45.583333333333336,9.166666666666666,3.5,3,SJF_P
4,9.25,47.6875,9.75,2.5,2,SJF_P
12,9.583333333333334,45.40972222222222,8.166666666666666,3.1666666666666665,2,SJF_P
10,10.7,43.81,10.1,3.7,2,SJF_P
11,10.0,47.09090909090909,7.181818181818182,3.272727272727273,3,SJF_P
8,12.625,32.734375,7.25,3.5,2,SJF_P
5,10.0,11.6,8.4,3.2,4,SJF_P
12,12.833333333333334,27.472222222222225,11.583333333333334,2.5833333333333335,2,SJF_P
12,10.583333333333334,45.90972222222222,13.333333333333334,2.5833333333333335,1,SJF_P
6,8.0,14.0,9.5,3.5,4,SJF_P
9,9.777777777777779,23.50617283950617,8.444444444444445,2.888888888888889,1,SJF_P
11,9.727272727272727,26.380165289256198,8.636363636363637,3.0,2,SJF_P
4,14.5,2.25,8.25,2.25,1,SJF_P
8,5.5,26.0,10.75,2.875,2,SJF_P
4,10.5,58.25,11.75,2.75,3,SJF_P
11,9.0,49.09090909090909,11.454545454545455,3.0,3,SJF_P
8,11.375,39.484375,12.875,3.125,3,SJF_P
10,9.1,23.09,11.4,2.6,3,SJF_P
8,11.375,29.734375,10.875,2.875,4,SJF_P
5,11.8,22.16,10.8,3.6,2,SJF_P
10,10.4,26.639999999999997,10.3,3.5,2,SJF_NP
9,10.666666666666666,28.666666666666668,8.666666666666666,3.6666666666666665,1,SJF_P
5,12.8,19.36,9.8,2.4,3,SJF_P
10,11.3,49.21,8.7,3.3,1,SJF_P
8,10.5,41.25,9.25,3.25,3,SJF_P
12,8.083333333333334,25.57638888888889,10.916666666666666,3.25,2,SJF_P
8,10.375,52.484375,11.0,3.5,1,SJF_P
6,14.666666666666666,29.222222222222225,13.333333333333334,2.6666666666666665,2,SJF_P
9,7.888888888888889,8.765432098765432,8.222222222222221,3.6666666666666665,1,SJF_P
4,5.75,19.6875,9.0,2.75,2,RR
10,9.4,25.839999999999996,7.8,2.6,1,SJF_P
4,5.5,13.25,14.5,2.75,3,FCFS
9,10.222222222222221,47.28395061728395,12.777777777777779,3.3333333333333335,1,SJF_P
9,12.444444444444445,28.024691358024693,12.333333333333334,3.111111111111111,3,SJF_P
12,7.75,21.1875,12.5,3.0,2,SJF_P
5,9.8,32.96,8.0,2.4,4,SJF_NP
6,11.0,20.666666666666668,7.0,2.6666666666666665,1,PRIO_NP
12,9.5,37.25,11.25,3.6666666666666665,1,SJF_P
7,8.571428571428571,28.816326530612248,9.428571428571429,2.5714285714285716,4,SJF_P
8,11.125,28.859375,8.75,2.875,3,SJF_P
8,10.875,36.859375,10.75,3.25,3,SJF_P
6,11.333333333333334,18.555555555555554,10.0,3.8333333333333335,1,SJF_P
12,9.916666666666666,33.24305555555556,10.333333333333334,3.0833333333333335,1,SJF_P
6,11.833333333333334,35.13888888888889,9.333333333333334,2.6666666666666665,3,SJF_P
8,10.0,20.0,11.0,3.0,1,SJF_P
12,10.666666666666666,42.72222222222222,9.75,3.25,4,SJF_P
7,12.428571428571429,28.53061224489796,8.428571428571429,2.857142857142857,1,SJF_NP
11,10.272727272727273,34.925619834710744,10.090909090909092,3.272727272727273,1,SJF_P
9,9.777777777777779,35.06172839506173,6.0,3.2222222222222223,4,SJF_P
11,10.0,45.63636363636363,10.272727272727273,1.7272727272727273,2,SJF_P
8,8.375,34.984375,10.0,2.75,4,SJF_NP
4,11.5,42.25,10.0,3.0,3,RR
6,14.5,24.916666666666668,10.333333333333334,3.0,3,SJF_P
5,8.8,27.76,6.6,1.8,3,SJF_P
5,8.4,33.040000000000006,8.2,3.4,3,SJF_NP
6,9.166666666666666,34.47222222222222,9.666666666666666,2.3333333333333335,2,SJF_NP
9,12.777777777777779,30.17283950617284,12.0,2.7777777777777777,4,SJF_P
9,9.11111111111111,27.209876543209877,10.555555555555555,2.7777777777777777,2,SJF_P
9,8.777777777777779,44.39506172839506,10.0,2.7777777777777777,2,SJF_P
6,7.833333333333333,24.472222222222225,11.833333333333334,3.1666666666666665,2,SJF_P
7,8.857142857142858,27.836734693877553,9.714285714285714,3.5714285714285716,1,SJF_P
8,10.875,34.109375,9.25,3.125,2,SJF_P
5,8.0,20.4,11.8,2.6,2,SJF_P
7,9.0,50.857142857142854,7.428571428571429,3.142857142857143,3,SJF_P
11,8.636363636363637,28.231404958677686,10.454545454545455,2.909090909090909,2,SJF_P
12,9.833333333333334,21.805555555555557,9.166666666666666,3.5,4,SJF_NP
8,9.0,32.5,11.25,2.375,2,SJF_P
11,8.090909090909092,37.17355371900827,10.636363636363637,2.1818181818181817,4,SJF_P
10,12.5,32.25,11.8,3.2,1,SJF_P
8,12.0,34.0,8.25,3.125,4,SJF_P
8,7.125,22.859375,8.25,2.875,4,SJF_P
6,9.166666666666666,10.472222222222223,8.5,3.6666666666666665,1,SJF_P
8,8.25,23.6875,10.25,3.125,3,SJF_P
4,10.25,45.1875,8.0,2.25,2,SJF_P
10,13.1,36.489999999999995,9.2,2.7,4,SJF_P
9,7.333333333333333,11.11111111111111,6.222222222222222,2.2222222222222223,4,SJF_P
4,11.0,39.5,12.25,3.75,2,SJF_P
11,14.0,26.363636363636363,11.272727272727273,4.0,3,SJF_P
6,12.0,24.666666666666668,11.333333333333334,2.8333333333333335,4,PRIO_NP
12,9.333333333333334,23.88888888888889,11.0,2.4166666666666665,4,SJF_P
8,10.5,38.75,13.875,2.375,2,SJF_P
9,11.333333333333334,32.666666666666664,7.444444444444445,3.4444444444444446,2,SJF_NP
11,12.0,50.0,12.909090909090908,2.090909090909091,1,SJF_P
5,9.6,26.24,15.8,3.6,4,SJF_P
7,12.571428571428571,15.673469387755103,10.0,3.142857142857143,2,SJF_P
4,14.5,37.25,15.0,3.25,1,RR
5,15.0,27.6,8.2,2.4,4,SJF_NP
7,10.857142857142858,31.26530612244898,5.714285714285714,3.2857142857142856,4,SJF_P
